"trace_id","activities","employed","age","income","g"
"26","activity_02","no","60-79yo","high","activity_05,activity_02,activity_04,activity_01"
"26","activity_04","no","60-79yo","high","activity_05,activity_02,activity_04,activity_01"
"26","activity_01","no","60-79yo","high","activity_05,activity_02,activity_04,activity_01"
"27","activity_03","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"27","activity_01","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"27","activity_03","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"27","activity_05","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"28","activity_03","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"28","activity_01","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"28","activity_03","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"28","activity_05","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"29","activity_02","no","40-59yo","high","activity_05,activity_02,activity_04,activity_01"
"30","activity_05","no","60-79yo","high","activity_05,activity_02,activity_04,activity_01"
"30","activity_02","no","60-79yo","high","activity_05,activity_02,activity_04,activity_01"
"30","activity_04","no","60-79yo","high","activity_05,activity_02,activity_04,activity_01"
"30","activity_01","no","60-79yo","high","activity_05,activity_02,activity_04,activity_01"
"31","activity_03","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"31","activity_01","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"31","activity_03","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"31","activity_05","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"32","activity_03","yes","60-79yo","middle","activity_03,activity_01,activity_03,activity_05"
"32","activity_01","yes","60-79yo","middle","activity_03,activity_01,activity_03,activity_05"
"32","activity_03","yes","60-79yo","middle","activity_03,activity_01,activity_03,activity_05"
"32","activity_05","yes","60-79yo","middle","activity_03,activity_01,activity_03,activity_05"
"33","activity_03","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"33","activity_01","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"33","activity_03","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"33","activity_05","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"34","activity_03","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"34","activity_01","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"34","activity_03","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"34","activity_05","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"35","activity_03","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"35","activity_01","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"35","activity_03","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"35","activity_05","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"36","activity_04","yes","40-59yo","middle","activity_04,activity_01,activity_02,activity_03,activity_04"
"36","activity_01","yes","40-59yo","middle","activity_04,activity_01,activity_02,activity_03,activity_04"
"36","activity_02","yes","40-59yo","middle","activity_04,activity_01,activity_02,activity_03,activity_04"
"36","activity_03","yes","40-59yo","middle","activity_04,activity_01,activity_02,activity_03,activity_04"
"36","activity_04","yes","40-59yo","middle","activity_04,activity_01,activity_02,activity_03,activity_04"
"37","activity_01","yes","0-19yo","low","activity_01,activity_02,activity_03,activity_07"
"37","activity_02","yes","0-19yo","low","activity_01,activity_02,activity_03,activity_07"
"37","activity_03","yes","0-19yo","low","activity_01,activity_02,activity_03,activity_07"
"37","activity_07","yes","0-19yo","low","activity_01,activity_02,activity_03,activity_07"
"38","activity_05","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"38","activity_03","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"38","activity_03","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"38","activity_01","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"39","activity_03","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"39","activity_01","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"39","activity_03","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"39","activity_05","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"40","activity_03","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"40","activity_01","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"40","activity_03","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"40","activity_05","no","60-79yo","middle","activity_05,activity_02,activity_04,activity_01"
"41","activity_05","no","60-79yo","middle","activity_05,activity_02,activity_04,activity_01"
"41","activity_02","no","60-79yo","middle","activity_05,activity_02,activity_04,activity_01"
"41","activity_04","no","60-79yo","middle","activity_05,activity_02,activity_04,activity_01"
"41","activity_01","no","60-79yo","middle","activity_05,activity_02,activity_04,activity_01"
"42","activity_03","yes","80yo+","high","activity_03,activity_01,activity_03,activity_05"
"42","activity_01","yes","80yo+","high","activity_03,activity_01,activity_03,activity_05"
"42","activity_03","yes","80yo+","high","activity_03,activity_01,activity_03,activity_05"
"42","activity_05","yes","80yo+","high","activity_03,activity_01,activity_03,activity_05"
"43","activity_03","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"43","activity_01","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"43","activity_03","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"43","activity_05","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"44","activity_05","no","80yo+","low","activity_05,activity_02,activity_04,activity_01"
"44","activity_02","no","80yo+","low","activity_05,activity_02,activity_04,activity_01"
"44","activity_04","no","80yo+","low","activity_05,activity_02,activity_04,activity_01"
"44","activity_01","no","80yo+","low","activity_05,activity_02,activity_04,activity_01"
"45","activity_01","no","80yo+","middle","activity_01,activity_02,activity_03,activity_07"
"45","activity_02","no","80yo+","middle","activity_01,activity_02,activity_03,activity_07"
"45","activity_03","no","80yo+","middle","activity_01,activity_02,activity_03,activity_07"
"45","activity_07","no","80yo+","middle","activity_01,activity_02,activity_03,activity_07"
"46","activity_03","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"46","activity_01","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"46","activity_03","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"46","activity_05","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"47","activity_03","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"47","activity_01","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"47","activity_03","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"47","activity_05","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"48","activity_03","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"48","activity_01","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"48","activity_03","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"48","activity_05","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"49","activity_03","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"49","activity_01","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"49","activity_03","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"49","activity_05","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"50","activity_03","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"50","activity_03","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"50","activity_05","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"50","activity_05","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"50","activity_01","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"51","activity_04","no","60-79yo","low","activity_04,activity_01,activity_02,activity_03,activity_04"
"51","activity_01","no","60-79yo","low","activity_04,activity_01,activity_02,activity_03,activity_04"
"51","activity_02","no","60-79yo","low","activity_04,activity_01,activity_02,activity_03,activity_04"
"51","activity_03","no","60-79yo","low","activity_04,activity_01,activity_02,activity_03,activity_04"
"51","activity_04","no","60-79yo","low","activity_04,activity_01,activity_02,activity_03,activity_04"
"52","activity_03","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"52","activity_01","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"52","activity_03","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"52","activity_05","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"53","activity_03","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"53","activity_01","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"53","activity_03","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"53","activity_05","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"54","activity_05","no","60-79yo","high","activity_05,activity_02,activity_04,activity_01"
"54","activity_02","no","60-79yo","high","activity_05,activity_02,activity_04,activity_01"
"54","activity_04","no","60-79yo","high","activity_05,activity_02,activity_04,activity_01"
"54","activity_01","no","60-79yo","high","activity_05,activity_02,activity_04,activity_01"
"55","activity_05","no","60-79yo","high","activity_05,activity_02,activity_04,activity_01"
"55","activity_02","no","60-79yo","high","activity_05,activity_02,activity_04,activity_01"
"55","activity_04","no","60-79yo","high","activity_05,activity_02,activity_04,activity_01"
"55","activity_01","no","60-79yo","high","activity_05,activity_02,activity_04,activity_01"
"56","activity_04","yes","40-59yo","middle","activity_04,activity_01,activity_02,activity_03,activity_04"
"56","activity_01","yes","40-59yo","middle","activity_04,activity_01,activity_02,activity_03,activity_04"
"56","activity_02","yes","40-59yo","middle","activity_04,activity_01,activity_02,activity_03,activity_04"
"56","activity_03","yes","40-59yo","middle","activity_04,activity_01,activity_02,activity_03,activity_04"
"56","activity_04","yes","40-59yo","middle","activity_04,activity_01,activity_02,activity_03,activity_04"
"57","activity_03","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"57","activity_01","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"57","activity_03","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"57","activity_05","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"58","activity_03","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"58","activity_01","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"58","activity_03","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"58","activity_05","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"59","activity_01","no","20-39yo","middle","activity_01,activity_02,activity_03,activity_07"
"59","activity_02","no","20-39yo","middle","activity_01,activity_02,activity_03,activity_07"
"59","activity_03","no","20-39yo","middle","activity_01,activity_02,activity_03,activity_07"
"59","activity_07","no","20-39yo","middle","activity_01,activity_02,activity_03,activity_07"
"60","activity_05","no","60-79yo","high","activity_05,activity_02,activity_04,activity_01"
"60","activity_02","no","60-79yo","high","activity_05,activity_02,activity_04,activity_01"
"60","activity_04","no","60-79yo","high","activity_05,activity_02,activity_04,activity_01"
"60","activity_01","no","60-79yo","high","activity_05,activity_02,activity_04,activity_01"
"61","activity_03","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"61","activity_01","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"61","activity_03","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"61","activity_05","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"62","activity_03","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"62","activity_01","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"62","activity_03","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"62","activity_05","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"63","activity_03","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"63","activity_01","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"63","activity_03","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"63","activity_05","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"64","activity_03","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"64","activity_01","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"64","activity_03","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"64","activity_05","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"65","activity_03","yes","0-19yo","middle","activity_03,activity_01,activity_03,activity_05"
"65","activity_01","yes","0-19yo","middle","activity_03,activity_01,activity_03,activity_05"
"65","activity_03","yes","0-19yo","middle","activity_03,activity_01,activity_03,activity_05"
"65","activity_05","yes","0-19yo","middle","activity_03,activity_01,activity_03,activity_05"
"66","activity_03","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"66","activity_01","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"66","activity_03","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"66","activity_05","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"67","activity_05","no","60-79yo","high","activity_05,activity_02,activity_04,activity_01"
"67","activity_02","no","60-79yo","high","activity_05,activity_02,activity_04,activity_01"
"67","activity_04","no","60-79yo","high","activity_05,activity_02,activity_04,activity_01"
"67","activity_01","no","60-79yo","high","activity_05,activity_02,activity_04,activity_01"
"68","activity_02","no","60-79yo","high","activity_05,activity_02,activity_04,activity_01"
"68","activity_01","no","60-79yo","high","activity_05,activity_02,activity_04,activity_01"
"68","activity_05","no","60-79yo","high","activity_05,activity_02,activity_04,activity_01"
"68","activity_01","no","60-79yo","high","activity_05,activity_02,activity_04,activity_01"
"69","activity_03","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"69","activity_01","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"69","activity_03","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"69","activity_05","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"70","activity_03","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"70","activity_01","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"70","activity_03","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"70","activity_05","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"71","activity_03","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"71","activity_01","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"71","activity_03","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"71","activity_05","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"72","activity_05","no","60-79yo","high","activity_05,activity_02,activity_04,activity_01"
"72","activity_02","no","60-79yo","high","activity_05,activity_02,activity_04,activity_01"
"72","activity_04","no","60-79yo","high","activity_05,activity_02,activity_04,activity_01"
"72","activity_01","no","60-79yo","high","activity_05,activity_02,activity_04,activity_01"
"73","activity_05","no","60-79yo","high","activity_05,activity_02,activity_04,activity_01"
"73","activity_02","no","60-79yo","high","activity_05,activity_02,activity_04,activity_01"
"73","activity_04","no","60-79yo","high","activity_05,activity_02,activity_04,activity_01"
"73","activity_01","no","60-79yo","high","activity_05,activity_02,activity_04,activity_01"
"74","activity_05","no","60-79yo","high","activity_05,activity_02,activity_04,activity_01"
"74","activity_02","no","60-79yo","high","activity_05,activity_02,activity_04,activity_01"
"74","activity_04","no","60-79yo","high","activity_05,activity_02,activity_04,activity_01"
"74","activity_01","no","60-79yo","high","activity_05,activity_02,activity_04,activity_01"
"75","activity_03","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"75","activity_01","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"75","activity_03","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"75","activity_05","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"76","activity_05","no","60-79yo","high","activity_05,activity_02,activity_04,activity_01"
"76","activity_02","no","60-79yo","high","activity_05,activity_02,activity_04,activity_01"
"76","activity_04","no","60-79yo","high","activity_05,activity_02,activity_04,activity_01"
"76","activity_01","no","60-79yo","high","activity_05,activity_02,activity_04,activity_01"
"77","activity_05","no","0-19yo","middle","activity_05,activity_02,activity_04,activity_01"
"77","activity_02","no","0-19yo","middle","activity_05,activity_02,activity_04,activity_01"
"77","activity_04","no","0-19yo","middle","activity_05,activity_02,activity_04,activity_01"
"77","activity_01","no","0-19yo","middle","activity_05,activity_02,activity_04,activity_01"
"78","activity_05","no","60-79yo","high","activity_05,activity_02,activity_04,activity_01"
"78","activity_02","no","60-79yo","high","activity_05,activity_02,activity_04,activity_01"
"78","activity_04","no","60-79yo","high","activity_05,activity_02,activity_04,activity_01"
"78","activity_01","no","60-79yo","high","activity_05,activity_02,activity_04,activity_01"
"79","activity_03","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"79","activity_01","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"79","activity_03","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"79","activity_05","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"80","activity_05","no","60-79yo","high","activity_05,activity_02,activity_04,activity_01"
"80","activity_02","no","60-79yo","high","activity_05,activity_02,activity_04,activity_01"
"80","activity_04","no","60-79yo","high","activity_05,activity_02,activity_04,activity_01"
"80","activity_01","no","60-79yo","high","activity_05,activity_02,activity_04,activity_01"
"81","activity_03","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"81","activity_01","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"81","activity_03","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"81","activity_05","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"82","activity_03","no","0-19yo","middle","activity_03,activity_01,activity_03,activity_05"
"82","activity_01","no","0-19yo","middle","activity_03,activity_01,activity_03,activity_05"
"82","activity_03","no","0-19yo","middle","activity_03,activity_01,activity_03,activity_05"
"82","activity_05","no","0-19yo","middle","activity_03,activity_01,activity_03,activity_05"
"83","activity_04","yes","20-39yo","low","activity_04,activity_01,activity_02,activity_03,activity_04"
"83","activity_01","yes","20-39yo","low","activity_04,activity_01,activity_02,activity_03,activity_04"
"83","activity_02","yes","20-39yo","low","activity_04,activity_01,activity_02,activity_03,activity_04"
"83","activity_03","yes","20-39yo","low","activity_04,activity_01,activity_02,activity_03,activity_04"
"83","activity_04","yes","20-39yo","low","activity_04,activity_01,activity_02,activity_03,activity_04"
"84","activity_01","yes","0-19yo","low","activity_01,activity_02,activity_03,activity_07"
"84","activity_02","yes","0-19yo","low","activity_01,activity_02,activity_03,activity_07"
"84","activity_03","yes","0-19yo","low","activity_01,activity_02,activity_03,activity_07"
"84","activity_07","yes","0-19yo","low","activity_01,activity_02,activity_03,activity_07"
"85","activity_04","no","60-79yo","high","activity_05,activity_02,activity_04,activity_01"
"85","activity_02","no","60-79yo","high","activity_05,activity_02,activity_04,activity_01"
"85","activity_01","no","60-79yo","high","activity_05,activity_02,activity_04,activity_01"
"85","activity_05","no","60-79yo","high","activity_05,activity_02,activity_04,activity_01"
"86","activity_03","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"86","activity_01","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
