trace_id,activities,employed,age,income
93,activity_01,no,60-79yo,high
94,activity_03,no,80yo+,middle
94,activity_01,no,80yo+,middle
94,activity_03,no,80yo+,middle
94,activity_05,no,80yo+,middle
95,activity_04,yes,40-59yo,middle
95,activity_01,yes,40-59yo,middle
95,activity_02,yes,40-59yo,middle
95,activity_03,yes,40-59yo,middle
95,activity_04,yes,40-59yo,middle
96,activity_03,no,80yo+,middle
96,activity_01,no,80yo+,middle
96,activity_03,no,80yo+,middle
96,activity_05,no,80yo+,middle
97,activity_01,yes,0-19yo,low
97,activity_02,yes,0-19yo,low
97,activity_03,yes,0-19yo,low
97,activity_07,yes,0-19yo,low
98,activity_03,no,80yo+,middle
98,activity_01,no,80yo+,middle
98,activity_03,no,80yo+,middle
98,activity_05,no,80yo+,middle
99,activity_05,no,60-79yo,high
99,activity_02,no,60-79yo,high
99,activity_04,no,60-79yo,high
99,activity_01,no,60-79yo,high
100,activity_03,no,80yo+,middle
100,activity_01,no,80yo+,middle
100,activity_03,no,80yo+,middle
100,activity_05,no,80yo+,middle
101,activity_01,yes,0-19yo,low
101,activity_02,yes,0-19yo,low
101,activity_03,yes,0-19yo,low
101,activity_07,yes,0-19yo,low
102,activity_03,no,80yo+,middle
102,activity_01,no,80yo+,middle
102,activity_03,no,80yo+,middle
102,activity_05,no,80yo+,middle
103,activity_04,yes,40-59yo,middle
103,activity_01,yes,40-59yo,middle
103,activity_02,yes,40-59yo,middle
103,activity_03,yes,40-59yo,middle
103,activity_04,yes,40-59yo,middle
104,activity_05,no,60-79yo,high
104,activity_02,no,60-79yo,high
104,activity_04,no,60-79yo,high
104,activity_01,no,60-79yo,high
105,activity_03,no,80yo+,middle
105,activity_01,no,80yo+,middle
105,activity_03,no,80yo+,middle
105,activity_05,no,80yo+,middle
106,activity_03,no,80yo+,middle
106,activity_01,no,80yo+,middle
106,activity_03,no,80yo+,middle
106,activity_05,no,80yo+,middle
107,activity_03,no,80yo+,middle
107,activity_01,no,80yo+,middle
107,activity_03,no,80yo+,middle
107,activity_05,no,80yo+,middle
108,activity_03,no,80yo+,middle
108,activity_01,no,80yo+,middle
108,activity_03,no,80yo+,middle
108,activity_05,no,80yo+,middle
109,activity_04,yes,40-59yo,middle
109,activity_01,yes,40-59yo,middle
109,activity_02,yes,40-59yo,middle
109,activity_03,yes,40-59yo,middle
109,activity_04,yes,40-59yo,middle
110,activity_01,yes,0-19yo,low
110,activity_02,yes,0-19yo,low
110,activity_03,yes,0-19yo,low
110,activity_07,yes,0-19yo,low
111,activity_01,yes,0-19yo,low
111,activity_02,yes,0-19yo,low
111,activity_03,yes,0-19yo,low
111,activity_07,yes,0-19yo,low
112,activity_04,yes,40-59yo,middle
112,activity_01,yes,40-59yo,middle
112,activity_02,yes,40-59yo,middle
112,activity_03,yes,40-59yo,middle
112,activity_04,yes,40-59yo,middle
113,activity_04,yes,40-59yo,middle
113,activity_01,yes,40-59yo,middle
113,activity_02,yes,40-59yo,middle
113,activity_03,yes,40-59yo,middle
113,activity_04,yes,40-59yo,middle
114,activity_03,no,80yo+,middle
114,activity_01,no,80yo+,middle
114,activity_03,no,80yo+,middle
114,activity_05,no,80yo+,middle
115,activity_05,no,60-79yo,high
115,activity_02,no,60-79yo,high
115,activity_04,no,60-79yo,high
115,activity_01,no,60-79yo,high
116,activity_01,yes,0-19yo,low
116,activity_02,yes,0-19yo,low
116,activity_03,yes,0-19yo,low
116,activity_07,yes,0-19yo,low
117,activity_05,no,60-79yo,high
117,activity_02,no,60-79yo,high
117,activity_04,no,60-79yo,high
117,activity_01,no,60-79yo,high
118,activity_03,no,80yo+,middle
118,activity_01,no,80yo+,middle
118,activity_03,no,80yo+,middle
118,activity_05,no,80yo+,middle
119,activity_05,no,60-79yo,high
119,activity_02,no,60-79yo,high
119,activity_04,no,60-79yo,high
119,activity_01,no,60-79yo,high
120,activity_03,no,80yo+,middle
120,activity_01,no,80yo+,middle
120,activity_03,no,80yo+,middle
120,activity_05,no,80yo+,middle
121,activity_03,no,80yo+,middle
121,activity_01,no,80yo+,middle
121,activity_03,no,80yo+,middle
121,activity_05,no,80yo+,middle
122,activity_03,no,80yo+,middle
122,activity_01,no,80yo+,middle
122,activity_03,no,80yo+,middle
122,activity_05,no,80yo+,middle
123,activity_05,no,60-79yo,high
123,activity_02,no,60-79yo,high
123,activity_04,no,60-79yo,high
123,activity_01,no,60-79yo,high
124,activity_03,no,80yo+,middle
124,activity_01,no,80yo+,middle
124,activity_03,no,80yo+,middle
124,activity_05,no,80yo+,middle
125,activity_01,yes,0-19yo,low
125,activity_02,yes,0-19yo,low
125,activity_03,yes,0-19yo,low
125,activity_07,yes,0-19yo,low
126,activity_04,yes,40-59yo,middle
126,activity_01,yes,40-59yo,middle
126,activity_02,yes,40-59yo,middle
126,activity_03,yes,40-59yo,middle
126,activity_04,yes,40-59yo,middle
127,activity_03,no,80yo+,middle
127,activity_01,no,80yo+,middle
127,activity_03,no,80yo+,middle
127,activity_05,no,80yo+,middle
128,activity_05,no,60-79yo,high
128,activity_02,no,60-79yo,high
128,activity_04,no,60-79yo,high
128,activity_01,no,60-79yo,high
129,activity_05,no,60-79yo,high
129,activity_02,no,60-79yo,high
129,activity_04,no,60-79yo,high
129,activity_01,no,60-79yo,high
130,activity_03,no,80yo+,middle
130,activity_01,no,80yo+,middle
130,activity_03,no,80yo+,middle
130,activity_05,no,80yo+,middle
131,activity_03,no,80yo+,middle
131,activity_01,no,80yo+,middle
131,activity_03,no,80yo+,middle
131,activity_05,no,80yo+,middle
132,activity_03,no,80yo+,middle
132,activity_01,no,80yo+,middle
132,activity_03,no,80yo+,middle
132,activity_05,no,80yo+,middle
133,activity_04,yes,40-59yo,middle
133,activity_01,yes,40-59yo,middle
133,activity_02,yes,40-59yo,middle
133,activity_03,yes,40-59yo,middle
133,activity_04,yes,40-59yo,middle
134,activity_04,yes,40-59yo,middle
134,activity_01,yes,40-59yo,middle
134,activity_02,yes,40-59yo,middle
134,activity_03,yes,40-59yo,middle
134,activity_04,yes,40-59yo,middle
135,activity_04,yes,40-59yo,middle
135,activity_01,yes,40-59yo,middle
135,activity_02,yes,40-59yo,middle
135,activity_03,yes,40-59yo,middle
135,activity_04,yes,40-59yo,middle
136,activity_03,no,80yo+,middle
136,activity_01,no,80yo+,middle
136,activity_03,no,80yo+,middle
136,activity_05,no,80yo+,middle
137,activity_01,yes,0-19yo,low
137,activity_02,yes,0-19yo,low
137,activity_03,yes,0-19yo,low
137,activity_07,yes,0-19yo,low
138,activity_03,no,80yo+,middle
138,activity_01,no,80yo+,middle
138,activity_03,no,80yo+,middle
138,activity_05,no,80yo+,middle
139,activity_03,no,80yo+,middle
139,activity_01,no,80yo+,middle
139,activity_03,no,80yo+,middle
139,activity_05,no,80yo+,middle
140,activity_01,yes,0-19yo,low
140,activity_02,yes,0-19yo,low
140,activity_03,yes,0-19yo,low
140,activity_07,yes,0-19yo,low
141,activity_03,no,80yo+,middle
141,activity_01,no,80yo+,middle
141,activity_03,no,80yo+,middle
141,activity_05,no,80yo+,middle
142,activity_03,no,80yo+,middle
142,activity_01,no,80yo+,middle
142,activity_03,no,80yo+,middle
142,activity_05,no,80yo+,middle
143,activity_05,no,60-79yo,high
143,activity_02,no,60-79yo,high
143,activity_04,no,60-79yo,high
143,activity_01,no,60-79yo,high
144,activity_03,no,80yo+,middle
144,activity_01,no,80yo+,middle
144,activity_03,no,80yo+,middle
144,activity_05,no,80yo+,middle
145,activity_03,no,80yo+,middle
145,activity_01,no,80yo+,middle
145,activity_03,no,80yo+,middle
145,activity_05,no,80yo+,middle
146,activity_05,no,60-79yo,high
146,activity_02,no,60-79yo,high
146,activity_04,no,60-79yo,high
146,activity_01,no,60-79yo,high
147,activity_05,no,60-79yo,high
147,activity_02,no,60-79yo,high
147,activity_04,no,60-79yo,high
147,activity_01,no,60-79yo,high
148,activity_03,no,80yo+,middle
148,activity_01,no,80yo+,middle
148,activity_03,no,80yo+,middle
148,activity_05,no,80yo+,middle
149,activity_03,no,80yo+,middle
149,activity_01,no,80yo+,middle
149,activity_03,no,80yo+,middle
149,activity_05,no,80yo+,middle
150,activity_03,no,80yo+,middle
150,activity_01,no,80yo+,middle
150,activity_03,no,80yo+,middle
150,activity_05,no,80yo+,middle
151,activity_03,no,80yo+,middle
151,activity_01,no,80yo+,middle
151,activity_03,no,80yo+,middle
151,activity_05,no,80yo+,middle
152,activity_03,no,80yo+,middle
152,activity_01,no,80yo+,middle
152,activity_03,no,80yo+,middle
152,activity_05,no,80yo+,middle
153,activity_03,no,80yo+,middle
153,activity_01,no,80yo+,middle
153,activity_03,no,80yo+,middle
153,activity_05,no,80yo+,middle
154,activity_03,no,80yo+,middle
154,activity_01,no,80yo+,middle
154,activity_03,no,80yo+,middle
154,activity_05,no,80yo+,middle
155,activity_04,yes,40-59yo,middle
155,activity_01,yes,40-59yo,middle
155,activity_02,yes,40-59yo,middle
155,activity_03,yes,40-59yo,middle
155,activity_04,yes,40-59yo,middle
156,activity_03,no,80yo+,middle
156,activity_01,no,80yo+,middle
156,activity_03,no,80yo+,middle
156,activity_05,no,80yo+,middle
157,activity_01,yes,0-19yo,low
157,activity_02,yes,0-19yo,low
157,activity_03,yes,0-19yo,low
157,activity_07,yes,0-19yo,low
158,activity_03,no,80yo+,middle
158,activity_01,no,80yo+,middle
158,activity_03,no,80yo+,middle
158,activity_05,no,80yo+,middle
159,activity_04,yes,40-59yo,middle
159,activity_01,yes,40-59yo,middle
159,activity_02,yes,40-59yo,middle
159,activity_03,yes,40-59yo,middle
159,activity_04,yes,40-59yo,middle
160,activity_03,no,80yo+,middle
160,activity_01,no,80yo+,middle
160,activity_03,no,80yo+,middle
160,activity_05,no,80yo+,middle
161,activity_01,yes,0-19yo,low
161,activity_02,yes,0-19yo,low
161,activity_03,yes,0-19yo,low
161,activity_07,yes,0-19yo,low
162,activity_03,no,80yo+,middle
162,activity_01,no,80yo+,middle
162,activity_03,no,80yo+,middle
162,activity_05,no,80yo+,middle
163,activity_05,no,60-79yo,high
163,activity_02,no,60-79yo,high
163,activity_04,no,60-79yo,high
163,activity_01,no,60-79yo,high
164,activity_03,no,80yo+,middle
164,activity_01,no,80yo+,middle
164,activity_03,no,80yo+,middle
164,activity_05,no,80yo+,middle
165,activity_05,no,60-79yo,high
165,activity_02,no,60-79yo,high
165,activity_04,no,60-79yo,high
165,activity_01,no,60-79yo,high
166,activity_03,no,80yo+,middle
166,activity_01,no,80yo+,middle
166,activity_03,no,80yo+,middle
166,activity_05,no,80yo+,middle
167,activity_03,no,80yo+,middle
167,activity_01,no,80yo+,middle
167,activity_03,no,80yo+,middle
167,activity_05,no,80yo+,middle
168,activity_05,no,60-79yo,high
168,activity_02,no,60-79yo,high
168,activity_04,no,60-79yo,high
168,activity_01,no,60-79yo,high
169,activity_05,no,60-79yo,high
169,activity_02,no,60-79yo,high
169,activity_04,no,60-79yo,high
169,activity_01,no,60-79yo,high
170,activity_05,no,60-79yo,high
170,activity_02,no,60-79yo,high
170,activity_04,no,60-79yo,high
170,activity_01,no,60-79yo,high
171,activity_03,no,80yo+,middle
171,activity_01,no,80yo+,middle
171,activity_03,no,80yo+,middle
171,activity_05,no,80yo+,middle
172,activity_03,no,80yo+,middle
172,activity_01,no,80yo+,middle
172,activity_03,no,80yo+,middle
172,activity_05,no,80yo+,middle
173,activity_04,yes,40-59yo,middle
173,activity_01,yes,40-59yo,middle
173,activity_02,yes,40-59yo,middle
173,activity_03,yes,40-59yo,middle
173,activity_04,yes,40-59yo,middle
174,activity_04,yes,40-59yo,middle
174,activity_01,yes,40-59yo,middle
174,activity_02,yes,40-59yo,middle
174,activity_03,yes,40-59yo,middle
174,activity_04,yes,40-59yo,middle
175,activity_05,no,60-79yo,high
175,activity_02,no,60-79yo,high
175,activity_04,no,60-79yo,high
175,activity_01,no,60-79yo,high
176,activity_04,yes,40-59yo,middle
176,activity_01,yes,40-59yo,middle
176,activity_02,yes,40-59yo,middle
176,activity_03,yes,40-59yo,middle
176,activity_04,yes,40-59yo,middle
177,activity_03,no,80yo+,middle
177,activity_01,no,80yo+,middle
177,activity_03,no,80yo+,middle
177,activity_05,no,80yo+,middle
178,activity_05,no,60-79yo,high
178,activity_02,no,60-79yo,high
178,activity_04,no,60-79yo,high
178,activity_01,no,60-79yo,high
179,activity_03,no,80yo+,middle
179,activity_01,no,80yo+,middle
179,activity_03,no,80yo+,middle
179,activity_05,no,80yo+,middle
180,activity_05,no,60-79yo,high
180,activity_02,no,60-79yo,high
180,activity_04,no,60-79yo,high
180,activity_01,no,60-79yo,high
181,activity_03,no,80yo+,middle
181,activity_01,no,80yo+,middle
181,activity_03,no,80yo+,middle
181,activity_05,no,80yo+,middle
182,activity_03,no,80yo+,middle
182,activity_01,no,80yo+,middle
182,activity_03,no,80yo+,middle
182,activity_05,no,80yo+,middle
183,activity_05,no,60-79yo,high
183,activity_02,no,60-79yo,high
183,activity_04,no,60-79yo,high
183,activity_01,no,60-79yo,high
184,activity_05,no,60-79yo,high
184,activity_02,no,60-79yo,high
184,activity_04,no,60-79yo,high
184,activity_01,no,60-79yo,high
185,activity_05,no,60-79yo,high
185,activity_02,no,60-79yo,high
185,activity_04,no,60-79yo,high
185,activity_01,no,60-79yo,high
186,activity_05,no,60-79yo,high
186,activity_02,no,60-79yo,high
186,activity_04,no,60-79yo,high
186,activity_01,no,60-79yo,high
187,activity_05,no,60-79yo,high
187,activity_02,no,60-79yo,high
187,activity_04,no,60-79yo,high
187,activity_01,no,60-79yo,high
188,activity_05,no,60-79yo,high
188,activity_02,no,60-79yo,high
188,activity_04,no,60-79yo,high
188,activity_01,no,60-79yo,high
189,activity_03,no,80yo+,middle
189,activity_01,no,80yo+,middle
189,activity_03,no,80yo+,middle
189,activity_05,no,80yo+,middle
190,activity_03,no,80yo+,middle
190,activity_01,no,80yo+,middle
190,activity_03,no,80yo+,middle
190,activity_05,no,80yo+,middle
191,activity_03,no,80yo+,middle
191,activity_01,no,80yo+,middle
191,activity_03,no,80yo+,middle
191,activity_05,no,80yo+,middle
192,activity_03,no,80yo+,middle
192,activity_01,no,80yo+,middle
192,activity_03,no,80yo+,middle
192,activity_05,no,80yo+,middle
193,activity_03,no,80yo+,middle
193,activity_01,no,80yo+,middle
193,activity_03,no,80yo+,middle
193,activity_05,no,80yo+,middle
194,activity_03,no,80yo+,middle
