"trace_id","activities","employed","age","income","g"
"16","activity_04","no","20-39yo","middle","activity_04,activity_01,activity_02,activity_03,activity_04"
"16","activity_01","no","20-39yo","middle","activity_04,activity_01,activity_02,activity_03,activity_04"
"16","activity_02","no","20-39yo","middle","activity_04,activity_01,activity_02,activity_03,activity_04"
"16","activity_03","no","20-39yo","middle","activity_04,activity_01,activity_02,activity_03,activity_04"
"16","activity_04","no","20-39yo","middle","activity_04,activity_01,activity_02,activity_03,activity_04"
"17","activity_04","no","0-19yo","low","activity_05,activity_02,activity_04,activity_01"
"17","activity_01","no","0-19yo","low","activity_05,activity_02,activity_04,activity_01"
"17","activity_05","no","0-19yo","low","activity_05,activity_02,activity_04,activity_01"
"18","activity_01","yes","0-19yo","low","activity_01,activity_02,activity_03,activity_07"
"18","activity_01","yes","0-19yo","low","activity_01,activity_02,activity_03,activity_07"
"18","activity_02","yes","0-19yo","low","activity_01,activity_02,activity_03,activity_07"
"18","activity_03","yes","0-19yo","low","activity_01,activity_02,activity_03,activity_07"
"18","activity_07","yes","0-19yo","low","activity_01,activity_02,activity_03,activity_07"
"19","activity_03","yes","60-79yo","middle","activity_03,activity_01,activity_03,activity_05"
"19","activity_01","yes","60-79yo","middle","activity_03,activity_01,activity_03,activity_05"
"19","activity_03","yes","60-79yo","middle","activity_03,activity_01,activity_03,activity_05"
"19","activity_05","yes","60-79yo","middle","activity_03,activity_01,activity_03,activity_05"
"20","activity_03","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"20","activity_01","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"20","activity_03","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"20","activity_05","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"21","activity_03","yes","60-79yo","high","activity_03,activity_01,activity_03,activity_05"
"21","activity_01","yes","60-79yo","high","activity_03,activity_01,activity_03,activity_05"
"21","activity_03","yes","60-79yo","high","activity_03,activity_01,activity_03,activity_05"
"21","activity_05","yes","60-79yo","high","activity_03,activity_01,activity_03,activity_05"
"22","activity_02","no","60-79yo","high","activity_05,activity_02,activity_04,activity_01"
"22","noise_2","no","60-79yo","high","activity_05,activity_02,activity_04,activity_01"
"22","activity_04","no","60-79yo","high","activity_05,activity_02,activity_04,activity_01"
"22","noise_4","no","60-79yo","high","activity_05,activity_02,activity_04,activity_01"
"22","activity_01","no","60-79yo","high","activity_05,activity_02,activity_04,activity_01"
"23","activity_02","no","80yo+","middle","activity_05,activity_02,activity_04,activity_01"
"23","activity_01","no","80yo+","middle","activity_05,activity_02,activity_04,activity_01"
"23","noise_4","no","80yo+","middle","activity_05,activity_02,activity_04,activity_01"
"23","activity_04","no","80yo+","middle","activity_05,activity_02,activity_04,activity_01"
"24","activity_02","no","20-39yo","high","activity_05,activity_02,activity_04,activity_01"
"24","activity_05","no","20-39yo","high","activity_05,activity_02,activity_04,activity_01"
"24","activity_04","no","20-39yo","high","activity_05,activity_02,activity_04,activity_01"
"25","activity_04","no","80yo+","middle","activity_04,activity_01,activity_02,activity_03,activity_04"
"25","activity_01","no","80yo+","middle","activity_04,activity_01,activity_02,activity_03,activity_04"
"25","activity_02","no","80yo+","middle","activity_04,activity_01,activity_02,activity_03,activity_04"
"25","activity_03","no","80yo+","middle","activity_04,activity_01,activity_02,activity_03,activity_04"
"25","activity_04","no","80yo+","middle","activity_04,activity_01,activity_02,activity_03,activity_04"
"26","activity_03","yes","60-79yo","low","activity_03,activity_01,activity_03,activity_05"
"26","noise_4","yes","60-79yo","low","activity_03,activity_01,activity_03,activity_05"
"26","noise_1","yes","60-79yo","low","activity_03,activity_01,activity_03,activity_05"
"26","activity_01","yes","60-79yo","low","activity_03,activity_01,activity_03,activity_05"
"26","activity_05","yes","60-79yo","low","activity_03,activity_01,activity_03,activity_05"
"27","activity_04","yes","60-79yo","low","activity_01,activity_02,activity_03,activity_07"
"27","activity_01","yes","60-79yo","low","activity_01,activity_02,activity_03,activity_07"
"27","activity_02","yes","60-79yo","low","activity_01,activity_02,activity_03,activity_07"
"27","activity_05","yes","60-79yo","low","activity_01,activity_02,activity_03,activity_07"
"27","activity_03","yes","60-79yo","low","activity_01,activity_02,activity_03,activity_07"
"27","activity_07","yes","60-79yo","low","activity_01,activity_02,activity_03,activity_07"
"28","activity_04","no","40-59yo","low","activity_05,activity_02,activity_04,activity_01"
"28","activity_05","no","40-59yo","low","activity_05,activity_02,activity_04,activity_01"
"29","activity_05","yes","0-19yo","low","activity_05,activity_02,activity_04,activity_01"
"29","activity_01","yes","0-19yo","low","activity_05,activity_02,activity_04,activity_01"
"29","activity_04","yes","0-19yo","low","activity_05,activity_02,activity_04,activity_01"
"29","activity_02","yes","0-19yo","low","activity_05,activity_02,activity_04,activity_01"
"30","activity_01","yes","20-39yo","high","activity_03,activity_01,activity_03,activity_05"
"30","activity_01","yes","20-39yo","high","activity_03,activity_01,activity_03,activity_05"
"30","activity_05","yes","20-39yo","high","activity_03,activity_01,activity_03,activity_05"
"31","activity_03","yes","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"31","activity_01","yes","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"31","activity_03","yes","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"31","activity_05","yes","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"32","activity_03","no","60-79yo","low","activity_03,activity_01,activity_03,activity_05"
"32","activity_02","no","60-79yo","low","activity_03,activity_01,activity_03,activity_05"
"32","activity_03","no","60-79yo","low","activity_03,activity_01,activity_03,activity_05"
"32","activity_05","no","60-79yo","low","activity_03,activity_01,activity_03,activity_05"
"33","activity_03","yes","20-39yo","middle","activity_03,activity_01,activity_03,activity_05"
"33","activity_01","yes","20-39yo","middle","activity_03,activity_01,activity_03,activity_05"
"33","activity_01","yes","20-39yo","middle","activity_03,activity_01,activity_03,activity_05"
"34","activity_03","no","60-79yo","high","activity_03,activity_01,activity_03,activity_05"
"34","activity_01","no","60-79yo","high","activity_03,activity_01,activity_03,activity_05"
"34","activity_03","no","60-79yo","high","activity_03,activity_01,activity_03,activity_05"
"34","activity_05","no","60-79yo","high","activity_03,activity_01,activity_03,activity_05"
"35","activity_03","yes","20-39yo","high","activity_03,activity_01,activity_03,activity_05"
"35","activity_05","yes","20-39yo","high","activity_03,activity_01,activity_03,activity_05"
"35","activity_01","yes","20-39yo","high","activity_03,activity_01,activity_03,activity_05"
"35","activity_01","yes","20-39yo","high","activity_03,activity_01,activity_03,activity_05"
"35","activity_03","yes","20-39yo","high","activity_03,activity_01,activity_03,activity_05"
"36","activity_01","no","40-59yo","low","activity_03,activity_01,activity_03,activity_05"
"36","activity_03","no","40-59yo","low","activity_03,activity_01,activity_03,activity_05"
"36","activity_05","no","40-59yo","low","activity_03,activity_01,activity_03,activity_05"
"36","activity_05","no","40-59yo","low","activity_03,activity_01,activity_03,activity_05"
"37","activity_03","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"37","activity_01","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"37","activity_03","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"37","activity_05","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"38","activity_03","no","80yo+","low","activity_03,activity_01,activity_03,activity_05"
"38","noise_4","no","80yo+","low","activity_03,activity_01,activity_03,activity_05"
"38","activity_01","no","80yo+","low","activity_03,activity_01,activity_03,activity_05"
"38","activity_03","no","80yo+","low","activity_03,activity_01,activity_03,activity_05"
"38","activity_05","no","80yo+","low","activity_03,activity_01,activity_03,activity_05"
"39","activity_02","yes","20-39yo","high","activity_05,activity_02,activity_04,activity_01"
"39","activity_01","yes","20-39yo","high","activity_05,activity_02,activity_04,activity_01"
"39","activity_02","yes","20-39yo","high","activity_05,activity_02,activity_04,activity_01"
"39","activity_04","yes","20-39yo","high","activity_05,activity_02,activity_04,activity_01"
"40","activity_03","yes","60-79yo","high","activity_03,activity_01,activity_03,activity_05"
"40","noise_2","yes","60-79yo","high","activity_03,activity_01,activity_03,activity_05"
"40","activity_05","yes","60-79yo","high","activity_03,activity_01,activity_03,activity_05"
"41","activity_03","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"41","activity_05","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"41","activity_01","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"42","noise_1","no","20-39yo","low","activity_03,activity_01,activity_03,activity_05"
"42","activity_03","no","20-39yo","low","activity_03,activity_01,activity_03,activity_05"
"42","activity_01","no","20-39yo","low","activity_03,activity_01,activity_03,activity_05"
"42","activity_07","no","20-39yo","low","activity_03,activity_01,activity_03,activity_05"
"42","activity_03","no","20-39yo","low","activity_03,activity_01,activity_03,activity_05"
"42","activity_05","no","20-39yo","low","activity_03,activity_01,activity_03,activity_05"
"43","activity_01","yes","40-59yo","middle","activity_03,activity_01,activity_03,activity_05"
"43","activity_03","yes","40-59yo","middle","activity_03,activity_01,activity_03,activity_05"
"43","activity_01","yes","40-59yo","middle","activity_03,activity_01,activity_03,activity_05"
"44","activity_04","no","0-19yo","low","activity_04,activity_01,activity_02,activity_03,activity_04"
"44","activity_02","no","0-19yo","low","activity_04,activity_01,activity_02,activity_03,activity_04"
"44","activity_01","no","0-19yo","low","activity_04,activity_01,activity_02,activity_03,activity_04"
"44","activity_03","no","0-19yo","low","activity_04,activity_01,activity_02,activity_03,activity_04"
"44","activity_04","no","0-19yo","low","activity_04,activity_01,activity_02,activity_03,activity_04"
"45","activity_03","no","40-59yo","middle","activity_03,activity_01,activity_03,activity_05"
"45","activity_01","no","40-59yo","middle","activity_03,activity_01,activity_03,activity_05"
"45","activity_03","no","40-59yo","middle","activity_03,activity_01,activity_03,activity_05"
"46","activity_04","no","0-19yo","high","activity_04,activity_01,activity_02,activity_03,activity_04"
"46","activity_01","no","0-19yo","high","activity_04,activity_01,activity_02,activity_03,activity_04"
"46","activity_02","no","0-19yo","high","activity_04,activity_01,activity_02,activity_03,activity_04"
"46","activity_03","no","0-19yo","high","activity_04,activity_01,activity_02,activity_03,activity_04"
"46","noise_1","no","0-19yo","high","activity_04,activity_01,activity_02,activity_03,activity_04"
"46","activity_04","no","0-19yo","high","activity_04,activity_01,activity_02,activity_03,activity_04"
"47","activity_03","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"47","activity_01","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"47","activity_03","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"47","activity_05","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"48","activity_02","no","40-59yo","low","activity_05,activity_02,activity_04,activity_01"
"48","activity_05","no","40-59yo","low","activity_05,activity_02,activity_04,activity_01"
"48","activity_04","no","40-59yo","low","activity_05,activity_02,activity_04,activity_01"
"49","activity_04","yes","20-39yo","high","activity_04,activity_01,activity_02,activity_03,activity_04"
"49","activity_03","yes","20-39yo","high","activity_04,activity_01,activity_02,activity_03,activity_04"
"49","activity_05","yes","20-39yo","high","activity_04,activity_01,activity_02,activity_03,activity_04"
"49","activity_02","yes","20-39yo","high","activity_04,activity_01,activity_02,activity_03,activity_04"
"49","activity_04","yes","20-39yo","high","activity_04,activity_01,activity_02,activity_03,activity_04"
"49","activity_04","yes","20-39yo","high","activity_04,activity_01,activity_02,activity_03,activity_04"
"50","activity_03","no","40-59yo","high","activity_03,activity_01,activity_03,activity_05"
"50","activity_03","no","40-59yo","high","activity_03,activity_01,activity_03,activity_05"
"50","activity_01","no","40-59yo","high","activity_03,activity_01,activity_03,activity_05"
"50","activity_05","no","40-59yo","high","activity_03,activity_01,activity_03,activity_05"
"51","activity_05","no","60-79yo","high","activity_05,activity_02,activity_04,activity_01"
"51","activity_01","no","60-79yo","high","activity_05,activity_02,activity_04,activity_01"
"52","activity_05","yes","0-19yo","high","activity_01,activity_02,activity_03,activity_07"
"52","activity_01","yes","0-19yo","high","activity_01,activity_02,activity_03,activity_07"
"52","noise_0","yes","0-19yo","high","activity_01,activity_02,activity_03,activity_07"
"52","activity_02","yes","0-19yo","high","activity_01,activity_02,activity_03,activity_07"
"52","activity_03","yes","0-19yo","high","activity_01,activity_02,activity_03,activity_07"
"52","activity_03","yes","0-19yo","high","activity_01,activity_02,activity_03,activity_07"
"52","activity_07","yes","0-19yo","high","activity_01,activity_02,activity_03,activity_07"
"53","activity_03","no","80yo+","high","activity_03,activity_01,activity_03,activity_05"
"53","activity_03","no","80yo+","high","activity_03,activity_01,activity_03,activity_05"
"53","activity_01","no","80yo+","high","activity_03,activity_01,activity_03,activity_05"
"53","activity_05","no","80yo+","high","activity_03,activity_01,activity_03,activity_05"
"54","activity_01","yes","80yo+","high","activity_05,activity_02,activity_04,activity_01"
"54","activity_05","yes","80yo+","high","activity_05,activity_02,activity_04,activity_01"
"54","noise_1","yes","80yo+","high","activity_05,activity_02,activity_04,activity_01"
"54","activity_04","yes","80yo+","high","activity_05,activity_02,activity_04,activity_01"
"54","activity_01","yes","80yo+","high","activity_05,activity_02,activity_04,activity_01"
"54","activity_02","yes","80yo+","high","activity_05,activity_02,activity_04,activity_01"
"55","activity_04","yes","60-79yo","middle","activity_05,activity_02,activity_04,activity_01"
"55","activity_02","yes","60-79yo","middle","activity_05,activity_02,activity_04,activity_01"
"55","activity_05","yes","60-79yo","middle","activity_05,activity_02,activity_04,activity_01"
"55","noise_0","yes","60-79yo","middle","activity_05,activity_02,activity_04,activity_01"
"55","activity_01","yes","60-79yo","middle","activity_05,activity_02,activity_04,activity_01"
"56","activity_01","yes","60-79yo","high","activity_03,activity_01,activity_03,activity_05"
"56","activity_03","yes","60-79yo","high","activity_03,activity_01,activity_03,activity_05"
"56","activity_05","yes","60-79yo","high","activity_03,activity_01,activity_03,activity_05"
"56","activity_03","yes","60-79yo","high","activity_03,activity_01,activity_03,activity_05"
"57","activity_04","yes","40-59yo","middle","activity_04,activity_01,activity_02,activity_03,activity_04"
"57","noise_4","yes","40-59yo","middle","activity_04,activity_01,activity_02,activity_03,activity_04"
"57","noise_3","yes","40-59yo","middle","activity_04,activity_01,activity_02,activity_03,activity_04"
"57","activity_01","yes","40-59yo","middle","activity_04,activity_01,activity_02,activity_03,activity_04"
"57","activity_02","yes","40-59yo","middle","activity_04,activity_01,activity_02,activity_03,activity_04"
"57","activity_03","yes","40-59yo","middle","activity_04,activity_01,activity_02,activity_03,activity_04"
"57","activity_04","yes","40-59yo","middle","activity_04,activity_01,activity_02,activity_03,activity_04"
"58","activity_01","no","80yo+","middle","activity_05,activity_02,activity_04,activity_01"
"58","activity_05","no","80yo+","middle","activity_05,activity_02,activity_04,activity_01"
"58","activity_02","no","80yo+","middle","activity_05,activity_02,activity_04,activity_01"
"59","activity_03","yes","80yo+","high","activity_03,activity_01,activity_03,activity_05"
"59","activity_03","yes","80yo+","high","activity_03,activity_01,activity_03,activity_05"
"59","activity_05","yes","80yo+","high","activity_03,activity_01,activity_03,activity_05"
"60","activity_03","no","20-39yo","middle","activity_03,activity_01,activity_03,activity_05"
"60","activity_01","no","20-39yo","middle","activity_03,activity_01,activity_03,activity_05"
"60","activity_03","no","20-39yo","middle","activity_03,activity_01,activity_03,activity_05"
"60","activity_05","no","20-39yo","middle","activity_03,activity_01,activity_03,activity_05"
"61","activity_01","no","0-19yo","low","activity_01,activity_02,activity_03,activity_07"
"61","activity_03","no","0-19yo","low","activity_01,activity_02,activity_03,activity_07"
"61","activity_03","no","0-19yo","low","activity_01,activity_02,activity_03,activity_07"
"61","activity_07","no","0-19yo","low","activity_01,activity_02,activity_03,activity_07"
"62","activity_03","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"62","activity_01","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"62","activity_03","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"62","noise_0","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"62","activity_05","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"63","activity_05","yes","80yo+","high","activity_05,activity_02,activity_04,activity_01"
"63","activity_04","yes","80yo+","high","activity_05,activity_02,activity_04,activity_01"
"63","activity_02","yes","80yo+","high","activity_05,activity_02,activity_04,activity_01"
"63","activity_01","yes","80yo+","high","activity_05,activity_02,activity_04,activity_01"
"64","noise_2","no","60-79yo","high","activity_05,activity_02,activity_04,activity_01"
"64","activity_02","no","60-79yo","high","activity_05,activity_02,activity_04,activity_01"
"64","activity_05","no","60-79yo","high","activity_05,activity_02,activity_04,activity_01"
"64","activity_01","no","60-79yo","high","activity_05,activity_02,activity_04,activity_01"
"64","activity_01","no","60-79yo","high","activity_05,activity_02,activity_04,activity_01"
"65","activity_03","no","20-39yo","middle","activity_01,activity_02,activity_03,activity_07"
"65","activity_07","no","20-39yo","middle","activity_01,activity_02,activity_03,activity_07"
"65","activity_01","no","20-39yo","middle","activity_01,activity_02,activity_03,activity_07"
"65","activity_03","no","20-39yo","middle","activity_01,activity_02,activity_03,activity_07"
"66","activity_03","yes","40-59yo","middle","activity_03,activity_01,activity_03,activity_05"
"66","noise_4","yes","40-59yo","middle","activity_03,activity_01,activity_03,activity_05"
"66","activity_01","yes","40-59yo","middle","activity_03,activity_01,activity_03,activity_05"
"66","activity_03","yes","40-59yo","middle","activity_03,activity_01,activity_03,activity_05"
"66","activity_05","yes","40-59yo","middle","activity_03,activity_01,activity_03,activity_05"
"67","activity_04","yes","40-59yo","high","activity_04,activity_01,activity_02,activity_03,activity_04"
"67","activity_04","yes","40-59yo","high","activity_04,activity_01,activity_02,activity_03,activity_04"
"67","activity_01","yes","40-59yo","high","activity_04,activity_01,activity_02,activity_03,activity_04"
"67","activity_02","yes","40-59yo","high","activity_04,activity_01,activity_02,activity_03,activity_04"
"67","activity_03","yes","40-59yo","high","activity_04,activity_01,activity_02,activity_03,activity_04"
"67","activity_04","yes","40-59yo","high","activity_04,activity_01,activity_02,activity_03,activity_04"
"68","activity_03","no","80yo+","high","activity_03,activity_01,activity_03,activity_05"
"68","activity_01","no","80yo+","high","activity_03,activity_01,activity_03,activity_05"
"68","activity_01","no","80yo+","high","activity_03,activity_01,activity_03,activity_05"
"68","activity_02","no","80yo+","high","activity_03,activity_01,activity_03,activity_05"
"68","activity_03","no","80yo+","high","activity_03,activity_01,activity_03,activity_05"
"68","activity_05","no","80yo+","high","activity_03,activity_01,activity_03,activity_05"
"69","noise_1","no","20-39yo","low","activity_05,activity_02,activity_04,activity_01"
"69","activity_02","no","20-39yo","low","activity_05,activity_02,activity_04,activity_01"
"69","activity_04","no","20-39yo","low","activity_05,activity_02,activity_04,activity_01"
"70","activity_01","no","80yo+","high","activity_05,activity_02,activity_04,activity_01"
"70","activity_05","no","80yo+","high","activity_05,activity_02,activity_04,activity_01"
"70","activity_04","no","80yo+","high","activity_05,activity_02,activity_04,activity_01"
"70","activity_02","no","80yo+","high","activity_05,activity_02,activity_04,activity_01"
"71","activity_05","no","60-79yo","high","activity_05,activity_02,activity_04,activity_01"
"71","activity_02","no","60-79yo","high","activity_05,activity_02,activity_04,activity_01"
"71","activity_04","no","60-79yo","high","activity_05,activity_02,activity_04,activity_01"
"71","activity_01","no","60-79yo","high","activity_05,activity_02,activity_04,activity_01"
"72","activity_03","yes","40-59yo","low","activity_03,activity_01,activity_03,activity_05"
"72","activity_01","yes","40-59yo","low","activity_03,activity_01,activity_03,activity_05"
"72","activity_03","yes","40-59yo","low","activity_03,activity_01,activity_03,activity_05"
"72","activity_05","yes","40-59yo","low","activity_03,activity_01,activity_03,activity_05"
"73","activity_03","yes","0-19yo","middle","activity_03,activity_01,activity_03,activity_05"
"73","activity_03","yes","0-19yo","middle","activity_03,activity_01,activity_03,activity_05"
"73","activity_05","yes","0-19yo","middle","activity_03,activity_01,activity_03,activity_05"
"73","activity_01","yes","0-19yo","middle","activity_03,activity_01,activity_03,activity_05"
"74","activity_01","yes","80yo+","high","activity_01,activity_02,activity_03,activity_07"
"74","activity_03","yes","80yo+","high","activity_01,activity_02,activity_03,activity_07"
"74","activity_02","yes","80yo+","high","activity_01,activity_02,activity_03,activity_07"
"74","activity_07","yes","80yo+","high","activity_01,activity_02,activity_03,activity_07"
"75","activity_03","yes","60-79yo","middle","activity_03,activity_01,activity_03,activity_05"
"75","activity_01","yes","60-79yo","middle","activity_03,activity_01,activity_03,activity_05"
"75","activity_03","yes","60-79yo","middle","activity_03,activity_01,activity_03,activity_05"
"75","activity_05","yes","60-79yo","middle","activity_03,activity_01,activity_03,activity_05"
"76","activity_02","yes","60-79yo","low","activity_04,activity_01,activity_02,activity_03,activity_04"
"76","noise_3","yes","60-79yo","low","activity_04,activity_01,activity_02,activity_03,activity_04"
"76","activity_01","yes","60-79yo","low","activity_04,activity_01,activity_02,activity_03,activity_04"
"76","activity_03","yes","60-79yo","low","activity_04,activity_01,activity_02,activity_03,activity_04"
"77","activity_03","yes","80yo+","high","activity_03,activity_01,activity_03,activity_05"
"77","activity_03","yes","80yo+","high","activity_03,activity_01,activity_03,activity_05"
"77","activity_01","yes","80yo+","high","activity_03,activity_01,activity_03,activity_05"
"77","activity_05","yes","80yo+","high","activity_03,activity_01,activity_03,activity_05"
"78","activity_01","yes","0-19yo","low","activity_01,activity_02,activity_03,activity_07"
"78","noise_3","yes","0-19yo","low","activity_01,activity_02,activity_03,activity_07"
"78","activity_03","yes","0-19yo","low","activity_01,activity_02,activity_03,activity_07"
"78","activity_07","yes","0-19yo","low","activity_01,activity_02,activity_03,activity_07"
"79","activity_05","yes","0-19yo","middle","activity_05,activity_02,activity_04,activity_01"
"79","activity_04","yes","0-19yo","middle","activity_05,activity_02,activity_04,activity_01"
"79","activity_02","yes","0-19yo","middle","activity_05,activity_02,activity_04,activity_01"
"79","activity_01","yes","0-19yo","middle","activity_05,activity_02,activity_04,activity_01"
"80","activity_03","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"80","activity_01","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"80","activity_03","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"80","activity_05","no","80yo+","middle","activity_03,activity_01,activity_03,activity_05"
"81","activity_01","yes","0-19yo","low","activity_04,activity_01,activity_02,activity_03,activity_04"
"81","activity_02","yes","0-19yo","low","activity_04,activity_01,activity_02,activity_03,activity_04"
"81","activity_03","yes","0-19yo","low","activity_04,activity_01,activity_02,activity_03,activity_04"
"81","activity_04","yes","0-19yo","low","activity_04,activity_01,activity_02,activity_03,activity_04"
"82","activity_02","yes","40-59yo","low","activity_01,activity_02,activity_03,activity_07"
"82","activity_01","yes","40-59yo","low","activity_01,activity_02,activity_03,activity_07"
"82","activity_03","yes","40-59yo","low","activity_01,activity_02,activity_03,activity_07"
"83","activity_03","no","40-59yo","high","activity_03,activity_01,activity_03,activity_05"
